"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Bahamas, The","BHS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","63.072512195122","63.4080243902439","63.7370487804878","64.0590975609756","64.3746829268293","64.6837804878049","64.9873902439025","65.2850243902439","65.5766829268293","65.8638536585366","66.1455609756098","66.4222682926829","66.693","66.958756097561","67.2200243902439","67.4763170731707","67.7281219512195","67.9749512195122","68.2187804878049","68.4586097560976","68.6954146341463","68.9296829268293","69.1604634146342","69.387243902439","69.6106097560976","69.8290975609756","70.0427804878049","70.2496585365854","70.4477804878049","70.6306585365854","70.7918048780488","70.9296341463415","71.0481463414634","71.1548048780488","71.2625609756098","71.3904390243902","71.5498780487805","71.7478780487805","71.9843658536585","72.2542926829268","72.5450975609756","72.8412682926829","73.1272926829268","73.3946585365854","73.6388780487805","73.8589512195122","74.0594634146342","74.2474390243902","74.4239024390244","74.5923902439024","74.7549024390244","74.9144634146342","","",
"Bosnia and Herzegovina","BIH","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.9415853658537","61.5679756097561","62.1623414634146","62.7336829268293","63.292","63.8448536585366","64.3972926829268","64.9498536585366","65.5044878048781","66.0616341463415","66.6212195121951","67.1751463414634","67.7133902439025","68.2269268292683","68.7002682926829","69.1169024390244","69.4729268292683","69.7679512195122","70.0075853658537","70.2329512195122","70.4988536585366","70.8232926829268","71.1897317073171","71.5527317073171","71.7605365853659","71.6237804878049","71.0595853658537","70.0817317073171","68.792","67.4463902439025","66.3762682926829","65.8432195121951","65.9937804878049","66.8334634146342","68.2292682926829","69.9351219512195","71.6221951219512","73.0329512195122","74.0595609756098","74.6691707317073","74.9210975609756","74.9871463414634","75.0104878048781","75.0410731707317","75.1123902439025","75.2309512195122","75.3704878048781","75.5109756097561","75.6558780487805","75.8066829268293","75.9624146341463","76.1211463414634","","",
"Belarus","BLR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.2126585365854","68.6358292682927","68.9920731707317","69.2899268292683","69.5374146341464","69.7346097560976","69.8816585365854","69.9826341463415","70.0451463414634","70.079243902439","70.093","70.0924146341464","70.0824390243902","70.0680731707317","70.0482682926829","70.0159024390244","69.9674146341464","69.9063170731707","69.8416341463415","69.8020243902439","69.8191707317073","69.9082195121951","70.0646585365854","70.2719268292683","70.9926829268293","71.549512195122","70.990243902439","71.3414634146341","71.5878048780488","70.8365853658537","70.3780487804878","70.0219512195122","68.9707317073171","68.7682926829268","68.4609756097561","68.6121951219512","68.4609756097561","68.4073170731707","67.9073170731707","68.9121951219512","68.5073170731707","68.0560975609756","68.5536585365854","68.9560975609756","68.8512195121951","69.4048780487805","70.2034146341464","70.4560975609756","70.4073170731707","70.4048780487805","70.6512195121951","72.0634146341463","","",
"Belize","BLZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.5127804878049","61.0743414634146","61.6460487804878","62.2248292682927","62.8061219512195","63.3853414634146","63.9543902439025","64.5077073170732","65.0391951219512","65.5462682926829","66.0263170731707","66.4809024390244","66.9120975609756","67.324","67.718756097561","68.1020975609756","68.4781463414634","68.8470243902439","69.208756097561","69.5663658536585","69.919756097561","70.2642682926829","70.5892682926829","70.8831707317073","71.1269268292683","71.2985365853659","71.3880243902439","71.3943658536585","71.323","71.181243902439","70.9819512195122","70.7500487804878","70.5166097560976","70.304756097561","70.1446829268293","70.0621463414634","70.0619268292683","70.1437804878049","70.3063902439025","70.5390487804878","70.8244390243902","71.1369512195122","71.4533902439024","71.759487804878","72.0463170731707","72.3123658536585","72.5637317073171","72.8077073170732","73.043243902439","73.2704878048781","73.4878048780488","73.6991463414634","","",
"Bermuda","BMU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","68.8978048780488","","","","","70.29","","","","","","","","","","72.3046341463415","","","","","","","","","","","74.029512195122","","","","","","","","","77.8853658536585","77.8853658536585","78.0878048780488","78.3341463414634","78.4853658536586","78.6853658536586","78.8878048780488","78.9341463414634","79.2365853658537","79.3884390243903","79.2885365853658","79.2885365853658","79.2885365853658","","",
"Bolivia","BOL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","42.9768780487805","43.2891463414634","43.6034146341463","43.9211707317073","44.2364146341464","44.5431219512195","44.8407804878049","45.1364146341463","45.4395609756098","45.7662682926829","46.1356341463415","46.5601707317073","47.0504146341463","47.6078780487805","48.2329756097561","48.9201951219512","49.6529268292683","50.4136341463415","51.1898048780488","51.9684390243903","52.7431219512195","53.5083658536585","54.2602195121951","54.9896585365854","55.6921219512195","56.3650487804878","57.0103658536585","57.629512195122","58.2194390243902","58.7785853658537","59.3024146341464","59.7929756097561","60.2517804878049","60.6829024390244","61.0908780487805","61.4802926829268","61.8572195121951","62.2262195121951","62.5918292682927","62.9546097560976","63.3155365853659","63.6716097560976","64.0202682926829","64.363512195122","64.7007804878049","65.0330975609756","65.3619024390244","65.6857073170732","66.0054634146342","66.3197073170732","66.6269268292683","66.9266341463415","","",
"Brazil","BRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","55.1696341463415","55.6330975609756","56.08","56.5102926829268","56.9238780487805","57.3231951219512","57.711756097561","58.0946097560976","58.4752926829268","58.8569756097561","59.2443658536585","59.6375365853659","60.035512195122","60.4381951219512","60.8397804878049","61.2354390243902","61.6203902439024","61.992512195122","62.3538292682927","62.7060487804878","63.0564634146342","63.4104878048781","63.7739268292683","64.1479268292683","64.5325365853659","64.9261463414634","65.3235365853659","65.7220731707317","66.1192195121951","66.515","66.9099756097561","67.3057317073171","67.7008048780488","68.0946585365854","68.4827317073171","68.8619512195122","69.2312195121951","69.5874634146342","69.9296829268293","70.2573902439024","70.5696585365854","70.8695609756098","71.1596097560976","71.4417804878049","71.7185365853659","71.9917804878049","72.2629024390244","72.5338780487805","72.8041707317073","73.0753170731707","73.3473658536585","73.6178780487805","","",
"Barbados","BRB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.2296341463415","61.6816341463415","62.1226097560976","62.5530975609756","62.9730731707317","63.3825365853659","63.7825121951219","64.1724878048781","64.5544634146342","64.9274390243903","65.2914146341463","65.6478780487805","65.9958536585366","66.3373170731708","66.6702682926829","66.9962195121951","67.3141463414634","67.6250731707317","67.9289756097561","68.2258780487805","68.5162926829268","68.8007073170732","69.0796097560976","69.3520243902439","69.6189512195122","69.8813658536585","70.1378048780488","70.3887073170732","70.6341219512195","70.8745365853659","71.1094390243903","71.3393414634146","71.564243902439","71.7851463414634","72.0010487804878","72.2124390243903","72.4198292682927","72.6237317073171","72.8236097560976","73.0194878048781","73.2128780487805","73.401756097561","73.5876585365854","73.7700487804878","73.9489512195122","74.1248292682927","74.2972195121951","74.4675853658537","74.6354390243903","74.8017804878049","74.9671463414634","75.1320243902439","","",
"Brunei Darussalam","BRN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","63.0360975609756","63.594","64.126756097561","64.6339024390244","65.1159512195122","65.5754390243902","66.0173902439024","66.4468780487805","66.8664146341463","67.2764878048781","67.6781219512195","68.0707804878049","68.4524390243903","68.8241219512195","69.1868048780488","69.541","69.8857073170732","70.2224146341463","70.5506585365854","70.8719024390244","71.1856585365854","71.4919268292683","71.7912195121951","72.084512195122","72.3703170731707","72.6511219512195","72.9259512195122","73.1942926829268","73.4581463414634","73.7164878048781","73.9693414634147","74.2166829268293","74.4590243902439","74.6963658536585","74.9297073170732","75.1580243902439","75.3823658536585","75.6022195121951","75.8185853658537","76.0309512195122","76.2388048780488","76.4426341463415","76.6424878048781","76.8393170731707","77.0326829268293","77.2246097560976","77.4160975609756","77.6061951219512","77.7978780487805","77.9886585365854","78.1810243902439","78.3734634146341","","",
"Bhutan","BTN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","32.7310243902439","33.0941463414634","33.4522195121951","33.815756097561","34.2007317073171","34.6266585365854","35.1070243902439","35.6513414634146","36.2630975609756","36.9422926829268","37.6844146341463","38.4714878048781","39.2874878048781","40.1194146341463","40.9542926829268","41.7825853658537","42.6008292682927","43.406","44.1936341463415","44.9617073170732","45.7107317073171","46.447243902439","47.1772195121951","47.9066585365854","48.6390731707317","49.3814390243903","50.133756097561","50.8984878048781","51.6756829268293","52.4643170731707","53.2624146341463","54.0644878048781","54.8655609756098","55.6636097560976","56.4546585365854","57.2377073170732","58.012756097561","58.7792926829268","59.5378048780488","60.2908048780488","61.044756097561","61.8001951219512","62.5541219512195","63.300512195122","64.0264146341463","64.7183170731707","65.3657317073171","65.9626829268293","66.5076829268293","67.0046829268293","67.4607317073171","67.8892682926829","","",
